,output_testInput,output_MR1,output_MR2,output_MR3,output_MR4,output_MR5,output_MR6,MR1_checker,MR2_checker,MR3_checker,MR4_checker,MR5_checker,MR6_checker
22,1.7077475356589376,1.7077475356589376,1.7382072198744736,1.7077475356589376,1.695968243941963,1.8058400176413267,1.5096264906546344,Not-violated,Not-violated,Not-violated,Not-violated,Not-violated,Not-violated
42,1.072016968563193,1.072016968563193,1.3598563606402485,1.072016968563193,d/0,1.252762968495368,0.6698932216137069,Not-violated,Not-violated,Not-violated,NA -> d/0,Not-violated,Not-violated
50,0.8030836701205181,0.8030836701205181,0.9347698978582792,0.8030836701205181,0.4094586186417212,1.0158732501496575,0.2145591551764051,Not-violated,Not-violated,Not-violated,Not-violated,Not-violated,Not-violated
82,0.880241970754113,0.8802419707541131,0.9813142444383204,0.880241970754113,0.7036807611221144,1.1088484408077643,0.6759010305740114,Not-violated,Not-violated,Not-violated,Not-violated,Not-violated,Not-violated
136,0.8595276305549484,0.8595276305549484,1.1223956014645284,0.8595276305549484,d/0,1.0554514403448552,0.3250829733914482,Not-violated,Not-violated,Not-violated,NA -> d/0,Not-violated,Not-violated
169,1.0795295733255186,1.0795295733255184,1.0897973126663918,1.0795295733255186,1.0807799792284387,1.3306281089500502,0.6829081047004717,Not-violated,Not-violated,Not-violated,Violated,Not-violated,Not-violated
211,1.312976876587138,1.312976876587138,1.4854616657350337,1.312976876587138,1.258394339609888,1.5038513784699794,1.2018230237648533,Not-violated,Not-violated,Not-violated,Not-violated,Not-violated,Not-violated
243,0.9949236325717752,0.9949236325717752,1.067093894875751,0.9949236325717752,1.0114042647304566,1.30130555043691,0.6365141682948128,Not-violated,Not-violated,Not-violated,Violated,Not-violated,Not-violated
286,1.068503169303051,1.068503169303051,1.0779848185962804,1.068503169303051,1.0604976660398715,1.2355133799280695,0.6517565611726531,Not-violated,Not-violated,Not-violated,Not-violated,Not-violated,Not-violated
309,1.2541852371545017,1.2541852371545017,1.324236647956593,1.2541852371545017,1.1049010632691263,1.4448044947624212,0.926506603289533,Not-violated,Not-violated,Not-violated,Not-violated,Not-violated,Not-violated
317,0.7088329479943613,0.7088329479943613,0.9138242889341586,0.7088329479943613,0.6253112109806898,0.9906979855077475,0.4505612088663046,Not-violated,Not-violated,Not-violated,Not-violated,Not-violated,Not-violated
323,0.6800829048357611,0.6800829048357611,0.8990737637631184,0.6800829048357611,d/0,0.9185114024063005,-0.0,Not-violated,Not-violated,Not-violated,NA -> d/0,Not-violated,Not-violated
362,1.0382400185693474,1.0382400185693472,1.0649968705807584,1.0382400185693474,1.0518883346373278,1.2634300930292386,0.6236548495681085,Not-violated,Not-violated,Not-violated,Violated,Not-violated,Not-violated
475,1.2787799219136793,1.2787799219136793,1.3381309530080736,1.2787799219136793,1.275425077195621,1.4822675658942264,1.0361987848192835,Not-violated,Not-violated,Not-violated,Not-violated,Not-violated,Not-violated
482,2.109807961935612,2.109807961935612,2.20487312592301,2.109807961935612,1.6714495268059453,2.184255507975588,1.9864189860193733,Not-violated,Not-violated,Not-violated,Not-violated,Not-violated,Not-violated
525,0.7604688022513466,0.7604688022513466,0.9199577867396592,0.7604688022513466,0.8169533928703216,1.0194897804814294,0.3250829733914482,Not-violated,Not-violated,Not-violated,Violated,Not-violated,Not-violated
597,1.0296530140645737,1.0296530140645737,1.0795295733255184,1.0296530140645737,1.0340787928096862,1.3322449224385327,0.6730116670092565,Not-violated,Not-violated,Not-violated,Violated,Not-violated,Not-violated
598,1.6101542421575403,1.6101542421575403,1.690462935730758,1.6101542421575403,1.4564051606678845,1.7249243125839464,1.4627402307459698,Not-violated,Not-violated,Not-violated,Not-violated,Not-violated,Not-violated
618,0.9299484823110444,0.9299484823110444,1.0002329282130586,0.9299484823110444,0.7857076487591388,1.135949093606973,0.4505612088663046,Not-violated,Not-violated,Not-violated,Not-violated,Not-violated,Not-violated
630,1.0810375265209315,1.0810375265209315,1.0862384176328674,1.0810375265209315,1.07841446108372,1.24116515985024,0.6916031758694977,Not-violated,Not-violated,Not-violated,Not-violated,Not-violated,Not-violated
644,1.0628080416975054,1.0628080416975054,1.074823605620277,1.0628080416975054,1.0696966652042796,1.2442118221200866,0.6920129648318738,Not-violated,Not-violated,Not-violated,Violated,Not-violated,Not-violated
742,0.9239088809656752,0.9239088809656752,1.0024374473202595,0.9239088809656752,0.8664308209519922,1.152435124360271,0.4361623253853443,Not-violated,Not-violated,Not-violated,Not-violated,Not-violated,Not-violated
797,1.3535252706084164,1.3535252706084164,1.363950649238684,1.3535252706084164,1.3399893508516008,1.4805157682514472,1.060944240790747,Not-violated,Not-violated,Not-violated,Not-violated,Not-violated,Not-violated
840,1.6385867948508246,1.6385867948508246,1.708156838116737,1.6385867948508246,1.4888239121765614,1.7562718331340839,1.4350022003093552,Not-violated,Not-violated,Not-violated,Not-violated,Not-violated,Not-violated
928,1.0618234249208809,1.0618234249208804,1.074721225116281,1.0618234249208809,1.0667518538670648,1.248571131319735,0.6881388137135884,Not-violated,Not-violated,Not-violated,Violated,Not-violated,Not-violated
929,0.5566469035821068,0.5566469035821068,0.8655013604939207,0.5566469035821068,0.7854035841537584,0.8872422356445004,0.362210557135449,Not-violated,Not-violated,Not-violated,Violated,Not-violated,Not-violated
933,1.595715651370411,1.595715651370411,1.5998040450490127,1.595715651370411,1.5953315247289162,1.695025641821816,1.3784640166106663,Not-violated,Not-violated,Not-violated,Not-violated,Not-violated,Not-violated
938,0.9570632612079089,0.9570632612079089,1.0116189208867028,0.9570632612079089,0.8592516827707453,1.151667979885236,0.4741393130578373,Not-violated,Not-violated,Not-violated,Not-violated,Not-violated,Not-violated
988,0.4505612088663046,0.4505612088663046,0.9165525293817652,0.4505612088663046,d/0,0.8608513906312316,0.4505612088663046,Not-violated,Not-violated,Not-violated,NA -> d/0,Not-violated,Not-violated
1039,0.6829081047004717,0.6829081047004717,0.9855939523286116,0.6829081047004717,d/0,1.0283941667143721,-0.0,Not-violated,Not-violated,Not-violated,NA -> d/0,Not-violated,Not-violated
1161,1.002336297700253,1.002336297700253,1.039996456951063,1.002336297700253,0.9505512162599108,1.1993954071309922,0.6909233093138181,Not-violated,Not-violated,Not-violated,Not-violated,Not-violated,Not-violated
1167,1.2056282324887189,1.2056282324887189,1.3229469209688114,1.2056282324887189,1.000023013321655,1.4355847512635074,0.887694275799104,Not-violated,Not-violated,Not-violated,Not-violated,Not-violated,Not-violated
1282,0.7795536050790828,0.7795536050790828,0.936888307539016,0.7795536050790828,0.5080749118428198,1.0266812179626228,0.3250829733914482,Not-violated,Not-violated,Not-violated,Not-violated,Not-violated,Not-violated
1357,0.91832022683214,0.91832022683214,0.99665026322072,0.91832022683214,0.8416092617717743,1.1394726671966382,0.4227090878059908,Not-violated,Not-violated,Not-violated,Not-violated,Not-violated,Not-violated
1372,0.6862107122427636,0.6862107122427636,0.8931661044838359,0.6862107122427636,d/0,0.9119738454361205,-0.0,Not-violated,Not-violated,Not-violated,NA -> d/0,Not-violated,Not-violated
1424,0.956608498101539,0.956608498101539,1.0181052125220258,0.956608498101539,1.0037233600244673,1.1860306216828334,0.5488743844849944,Not-violated,Not-violated,Not-violated,Violated,Not-violated,Not-violated
1440,0.9347570038626678,0.9347570038626678,1.00598819321234,0.9347570038626678,0.8223449173609646,1.1507142574014213,0.6829081047004717,Not-violated,Not-violated,Not-violated,Not-violated,Not-violated,Not-violated
1474,1.5137223153978965,1.5137223153978965,1.6574249888674688,1.5137223153978965,1.3409610902517615,1.652906329391987,1.271815871743674,Not-violated,Not-violated,Not-violated,Not-violated,Not-violated,Not-violated
1475,1.003659491091816,1.003659491091816,1.046033486851276,1.003659491091816,1.0217839986737862,1.2324268614976588,0.5763341277567499,Not-violated,Not-violated,Not-violated,Violated,Not-violated,Not-violated
1501,1.6955890823618858,1.6955890823618858,1.7334282654661783,1.6955890823618858,1.5244669928293155,1.7941552703168868,1.4931216812990646,Not-violated,Not-violated,Not-violated,Not-violated,Not-violated,Not-violated
1520,0.6931471805599453,0.6931471805599453,0.891867395317251,0.6931471805599453,d/0,0.9110175397125628,0.6931471805599453,Not-violated,Not-violated,Not-violated,NA -> d/0,Not-violated,Not-violated
1523,1.0380058470733835,1.0380058470733835,1.2111478809898355,1.0380058470733835,0.8795568688083106,1.235245050415609,0.6128694524619496,Not-violated,Not-violated,Not-violated,Not-violated,Not-violated,Not-violated
1551,1.3683911660161872,1.3683911660161872,1.6078149642189168,1.3683911660161872,d/0,1.52209511507641,1.1965396428163826,Not-violated,Not-violated,Not-violated,NA -> d/0,Not-violated,Not-violated
1563,1.4560206178413315,1.456020617841332,1.519083941911592,1.4560206178413315,1.161406945581926,1.5781303846637478,1.3550440053442427,Not-violated,Not-violated,Not-violated,Not-violated,Not-violated,Not-violated
1585,0.8826305733897796,0.8826305733897795,0.980055711059702,0.8826305733897796,0.6743911228047056,1.1031872178526114,0.6877868229921127,Not-violated,Not-violated,Not-violated,Not-violated,Not-violated,Not-violated
1667,1.231259415507357,1.2312594155073568,1.3255234067714714,1.231259415507357,1.2194473055050021,1.4541221498253742,0.8921178708188161,Not-violated,Not-violated,Not-violated,Not-violated,Not-violated,Not-violated
1697,0.6108643020548935,0.6108643020548935,0.9932682101499608,0.6108643020548935,d/0,1.0100997593541636,0.6108643020548935,Not-violated,Not-violated,Not-violated,NA -> d/0,Not-violated,Not-violated
1713,1.5803992983828954,1.5803992983828954,1.589937212189043,1.5803992983828954,1.57785290964845,1.6877545343661184,1.349896919520153,Not-violated,Not-violated,Not-violated,Not-violated,Not-violated,Not-violated
1732,1.7552345110741756,1.7552345110741756,1.841163285574695,1.7552345110741756,1.744051914928982,1.8603585233749431,1.6419799505722812,Not-violated,Not-violated,Not-violated,Not-violated,Not-violated,Not-violated
1824,1.1818536673645683,1.1818536673645683,1.4157231423152636,1.1818536673645683,d/0,1.3458645672684195,0.8156121939572629,Not-violated,Not-violated,Not-violated,NA -> d/0,Not-violated,Not-violated
1858,1.0746193426263733,1.074619342626373,1.0820131534045054,1.0746193426263733,1.0734423838765519,1.2412472924186844,0.6571577614973405,Not-violated,Not-violated,Not-violated,Not-violated,Not-violated,Not-violated
1906,0.95047376327441,0.95047376327441,1.0065093749142904,0.95047376327441,0.8508137743042461,1.1426913854560294,0.462036909466457,Not-violated,Not-violated,Not-violated,Not-violated,Not-violated,Not-violated
1982,1.2934200506545683,1.2934200506545683,1.330354875945354,1.2934200506545683,1.1826126386561127,1.441054594328957,0.9779398925081064,Not-violated,Not-violated,Not-violated,Not-violated,Not-violated,Not-violated
2016,1.2925718370167558,1.2925718370167558,1.3271582123360623,1.2925718370167558,1.2858334253083918,1.4402562756110158,1.0466304865832217,Not-violated,Not-violated,Not-violated,Not-violated,Not-violated,Not-violated
2051,1.842720205383166,1.842720205383166,2.0278932457041643,1.842720205383166,d/0,1.9341967750158207,1.707180081019143,Not-violated,Not-violated,Not-violated,NA -> d/0,Not-violated,Not-violated
2195,1.603645595601214,1.6036455956012137,1.6903537442301229,1.603645595601214,1.1359562654321465,1.7187256015779209,1.4206251357886284,Not-violated,Not-violated,Not-violated,Not-violated,Not-violated,Not-violated
2209,0.9183987247993112,0.9183987247993112,1.0066670009137897,0.9183987247993112,0.9337200584975456,1.1700568010218433,0.4659992569610426,Not-violated,Not-violated,Not-violated,Violated,Not-violated,Not-violated
2236,0.900908873225472,0.900908873225472,1.013261884144225,0.900908873225472,0.8862286922995677,1.182323923910242,0.4293230219306162,Not-violated,Not-violated,Not-violated,Not-violated,Not-violated,Not-violated
2267,0.3926744672275521,0.3926744672275521,0.857035247680807,0.3926744672275521,d/0,0.7777899315559316,0.3926744672275521,Not-violated,Not-violated,Not-violated,NA -> d/0,Not-violated,Not-violated
2311,1.39093998294679,1.39093998294679,1.5227136689800211,1.39093998294679,1.2257641289710313,1.5742696680851487,1.122093468093276,Not-violated,Not-violated,Not-violated,Not-violated,Not-violated,Not-violated
2341,1.5241876989649137,1.5241876989649137,1.558418269808876,1.5241876989649137,1.4459086272095194,1.6464935573625403,1.2937231918327767,Not-violated,Not-violated,Not-violated,Not-violated,Not-violated,Not-violated
2360,1.0611532224746254,1.0611532224746254,1.0746716538634222,1.0611532224746254,1.0543100726459054,1.247951194056949,0.6365141682948128,Not-violated,Not-violated,Not-violated,Not-violated,Not-violated,Not-violated
2368,0.4505612088663046,0.4505612088663046,0.9165525293817652,0.4505612088663046,d/0,0.8608513906312316,-0.0,Not-violated,Not-violated,Not-violated,NA -> d/0,Not-violated,Not-violated
2474,0.5859526183035508,0.5859526183035508,0.9745701894462542,0.5859526183035508,d/0,0.9799711820833054,-0.0,Not-violated,Not-violated,Not-violated,NA -> d/0,Not-violated,Not-violated
2479,0.8641502031949702,0.8641502031949699,0.9833122247384488,0.8641502031949702,0.9530194707830535,1.1329015890520355,0.6829081047004717,Not-violated,Not-violated,Not-violated,Violated,Not-violated,Not-violated
2515,0.8752589385161158,0.8752589385161158,0.9739804913607268,0.8752589385161158,0.6646866092461483,1.0927452122585604,0.336495757583516,Not-violated,Not-violated,Not-violated,Not-violated,Not-violated,Not-violated
2516,1.0407740894989104,1.0407740894989106,1.0603672056514115,1.0407740894989104,1.0367623134710473,1.221198919167856,0.6076934238709566,Not-violated,Not-violated,Not-violated,Not-violated,Not-violated,Not-violated
2613,1.0842435291786918,1.0842435291786918,1.0892080913644198,1.0842435291786918,1.081972468973472,1.264116203352617,0.6925525323607232,Not-violated,Not-violated,Not-violated,Not-violated,Not-violated,Not-violated
2712,0.8851098281563503,0.8851098281563503,0.9745701894462542,0.8851098281563503,0.840612620291818,1.1054477148456612,0.5623351446188083,Not-violated,Not-violated,Not-violated,Not-violated,Not-violated,Not-violated
2748,1.0670895187820832,1.0670895187820832,1.078992207877583,1.0670895187820832,1.073394281335534,1.2650013752730702,0.6615632381579821,Not-violated,Not-violated,Not-violated,Violated,Not-violated,Not-violated
2755,1.3761452890076582,1.376145289007658,1.3793358327977616,1.3761452890076582,1.376051666114809,1.5045606721199918,1.0878863519425823,Not-violated,Not-violated,Not-violated,Not-violated,Not-violated,Not-violated
